sep=	
time (kilde1)	x	time (kilde1)	y	time (kilde1)	z	time (kilde1)	time
0	-88	0	224	0	-1040	0	1120
0.028	-64	0.025	212	0.023	-1068	0.032	1144
0.056	-24	0.054	216	0.042	-1020	0.064	1175
0.088	-108	0.121	220	0.074	-1024	0.089	1203
0.111	-136	0.156	220	0.101	-1024	0.115	1234
0.137	-92	0.187	220	0.126	-1032	0.149	1263
0.161	-56	0.216	220	0.154	-1056	0.173	1287
0.19	-76	0.305	200	0.183	-1068	0.2	1311
0.221	-84	0.333	128	0.233	-1012	0.225	1336
0.252	-64	0.356	256	0.256	-1032	0.251	1365
0.285	-64	0.413	320	0.299	-1012	0.281	1395
0.31	-108	0.434	244	0.349	-1016	0.314	1430
0.336	-104	0.498	108	0.387	-984	0.348	1454
0.36	-88	0.522	288	0.423	-948	0.371	1479
0.389	-56	0.549	236	0.454	-984	0.418	1532
0.418	-68	0.581	264	0.476	-1204	0.447	1556
0.444	-80	0.703	112	0.516	-1156	0.472	1586
0.475	-56	0.733	16	0.537	-904	0.497	1615
0.501	-28	0.765	-40	0.6	-1004	0.52	1640
0.521	92	0.798	-80	0.621	-1208	0.556	1669
0.553	176	0.853	-92	0.65	-864	0.586	1698
0.738	-32	0.881	184	0.666	-984	0.614	1724
0.76	-24	0.903	176	0.705	-1080	0.641	1753
0.773	-24	0.931	72	0.736	-1052	0.67	1784
0.783	-20	0.954	140	0.76	-980	0.697	1812
0.8	-28	0.985	108	0.791	-932	0.731	1842
0.825	-16	1.014	80	0.818	-996	0.756	1867
0.838	-16	1.049	80	0.833	-768	0.781	1896
0.843	-20	1.079	72	0.866	-916	0.802	1920
0.852	-12	1.1	20	0.9	-752	0.831	1944
0.87	-16	1.123	48	0.923	4	0.864	1974
0.892	-8	1.149	44	0.939	-200	0.887	2004
0.921	4	1.18	56	0.989	72	0.953	2063
2.181	-48	1.2	64	1.059	600	0.981	2088
2.209	-56	1.263	92	1.12	576	1.03	2141
2.24	-48	1.289	24	1.168	976	1.055	2165
2.266	-52	1.315	72	1.193	1288	1.151	2260
2.292	-52	1.347	-36	1.226	1428	1.18	2284
2.35	-52	1.374	-156	1.252	1544	1.202	2308
2.371	-56	1.406	-124	1.282	840	1.23	2333
2.399	-56	1.434	-60	1.316	904	1.28	2386
2.424	-52	1.463	144	1.336	1144	1.301	2417
2.449	-56	1.483	204	1.367	1092	1.363	2469
2.502	-56	1.535	64	1.4	1048	1.391	2499
2.533	-60	1.567	220	1.422	1020	1.417	2523
2.563	-32	1.655	12	1.449	996	1.446	2547
2.593	20	1.683	-88	1.473	548	1.467	2571
2.65	372	1.713	152	1.522	1288	1.497	2602
2.677	292	1.734	156	1.549	836	1.517	2630
2.703	-64	1.763	68	1.587	1076	1.583	2690
2.734	-164	1.817	12	1.616	960	1.613	2714
2.753	-196	1.854	96	1.639	880	1.634	2738
2.783	-176	1.88	128	1.665	996	1.667	2768
2.807	-20	1.906	96	1.685	1284	1.696	2792
2.841	-172	1.932	24	1.72	976	1.713	2823
2.867	-72	1.981	24	1.833	936	1.747	2851
2.898	28	2.039	96	2.011	1492	1.77	2875
2.922	-68	2.064	76	2.074	804	1.796	2899
2.951	-160	2.096	36	2.099	1128	1.822	2924
2.975	-104	2.119	-12	2.118	1036	1.853	2953
2.999	-168	2.145	8	2.123	1004	1.901	3013
3.033	-148	2.171	40	2.135	1056	1.929	3042
3.081	-168	2.203	24	2.181	852	1.966	3072
3.108	-12	2.262	36	2.205	876	1.979	3096
3.137	-124	2.285	4	2.331	952	2.015	3120
3.168	-224	2.314	20	2.351	1032	2.063	3169
3.199	-64	2.338	28	2.382	1064	2.096	3198
3.249	-264	2.367	4	2.414	996	2.122	3228
3.274	-212	2.395	-20	2.439	972	2.146	3257
3.3	-116	2.448	12	2.486	1212	2.183	3286
3.333	-76	2.478	4	2.541	548	2.211	3312
3.359	-132	2.5	-12	2.598	1324	2.23	3341
3.399	-184	2.529	0	2.615	1176	2.266	3365
3.42	-236	2.55	8	2.655	452	2.295	3389
3.449	-148	2.582	20	2.681	580	2.316	3420
3.467	-84	2.605	16	2.739	1140	2.334	3448
3.498	-116	2.67	72	2.77	1076	2.379	3479
3.521	-196	2.688	52	2.798	1032	2.405	3508
3.574	-160	2.718	8	2.815	1052	2.435	3532
3.605	-60	2.796	-136	2.848	1104	2.462	3562
3.634	-4	2.829	-108	2.873	1036	2.5	3610
3.665	-148	2.885	-100	2.902	824	2.532	3641
3.69	-224	2.912	-92	2.932	824	2.566	3669
3.719	-276	2.939	-68	2.965	820	2.613	3718
3.751	-316	2.97	-144	2.986	-4	2.663	3771
3.782	-208	2.995	-228	3.04	1744	2.729	3831
3.804	-172	3.019	-32	3.07	700	2.788	3890
3.857	-236	3.079	-236	3.098	800	2.812	3914
3.882	-184	3.113	-296	3.132	884	2.837	3938
3.915	-204	3.133	-152	3.151	1132	2.863	3963
3.942	-224	3.166	-348	3.171	836	2.897	3992
4	-332	3.194	60	3.199	696	2.92	4016
4.032	-324	3.236	272	3.231	592	2.948	4046
4.055	-332	3.272	648	3.273	1148	2.981	4080
4.082	-256	3.297	868	3.315	1216	3.005	4106
4.105	-272	3.395	968	3.34	1020	3.035	4135
4.139	-268	3.432	956	3.367	1004	3.066	4159
4.166	-232	3.495	856	3.397	1052	3.095	4183
4.199	-224	3.518	552	3.418	1720	3.117	4208
4.225	-216	3.545	260	3.447	1096	3.195	4291
4.252	-224	3.566	200	3.464	332	3.214	4320
4.281	-220	3.599	264	3.507	616	3.255	4351
4.302	-244	3.628	52	3.534	1208	3.282	4380
4.325	-192	3.65	68	3.558	1092	3.312	4404
4.357	-196	3.683	-44	3.583	1192	3.33	4435
4.385	-220	3.712	-88	3.606	792	3.389	4494
4.409	-252	3.738	68	3.657	764	3.498	4601
4.438	-224	3.77	-100	3.685	928	3.677	4625
4.466	-184	3.796	-232	3.705	1044	3.692	4656
4.49	-192	3.82	-548	3.74	872	3.704	4684
4.518	-196	3.847	64	3.801	728	3.715	4708
4.548	-196	3.894	-508	3.863	820	3.739	4732
4.571	-180	3.954	-128	3.897	972	3.763	4757
4.602	-184	3.985	68	3.922	732	3.769	4786
4.631	-172	4.012	4	3.948	896	3.772	4810
4.659	-168	4.033	-136	3.969	624	3.783	4841
4.684	-196	4.093	-308	3.997	880	3.788	4875
4.717	-176	4.2	-260	4.02	828	3.802	4900
4.741	-196	4.231	-748	4.084	648	3.828	4929
4.767	-192	4.406	-88	4.115	896	3.846	4953
4.798	-180	4.43	-96	4.133	824	3.879	4977
4.819	-200	4.44	-208	4.151	948	3.895	5002
4.847	-200	4.466	-340	4.185	720	4.018	5055
4.87	-192	4.481	-200	4.248	716	4.049	5080
4.898	-164	4.487	-200	4.28	836	4.112	5138
4.931	-156	4.496	-216	4.307	904	4.169	5216
4.95	-188	4.501	-184	4.335	1220	4.211	5240
5.015	-208	4.511	-304	4.364	532	4.264	5294
5.064	-164	4.536	-252	4.387	612	4.284	5324
5.111	-124	4.752	-372	4.415	1064	4.327	5353
5.141	-212	4.782	-280	4.433	1016	4.35	5382
5.171	-308	4.813	-252	4.498	828	4.411	5437
5.201	-192	4.838	-400	4.522	752	4.444	5461
5.232	-196	4.914	-512	4.551	948	4.465	5485
5.255	-244	4.944	-116	4.579	848	4.484	5515
5.286	-312	4.967	-284	4.605	1104	4.516	5544
5.314	-324	5.028	-764	4.631	1060	4.545	5569
5.339	-344	5.053	-200	4.663	1020	4.57	5598
5.366	-252	5.082	-376	4.689	892	4.597	5622
5.424	-252	5.112	-304	4.712	1156	4.63	5652
5.453	-140	5.142	-292	4.746	964	4.654	5677
5.481	-276	5.168	-344	4.763	856	4.678	5706
5.514	-232	5.22	-440	4.795	780	4.71	5736
5.535	-264	5.247	-284	4.822	860	4.743	5765
5.556	-300	5.277	-304	4.847	920	4.765	5789
5.615	84	5.301	-416	4.882	976	4.797	5814
5.641	176	5.332	-20	4.913	800	4.821	5843
5.664	44	5.36	20	4.936	928	4.844	5867
5.698	232	5.384	-160	4.963	1344	4.866	5891
5.778	152	5.413	-716	4.989	1388	4.896	5922
5.837	76	5.444	-580	5.021	1312	4.917	5950
5.863	8	5.468	-388	5.047	1136	4.944	5975
5.885	84	5.499	-248	5.066	300	4.984	6004
5.914	172	5.526	-648	5.098	980	5.011	6028
5.948	16	5.545	-712	5.162	724	5.036	6052
5.97	-12	5.57	-664	5.183	1016	5.062	6076
5.997	184	5.599	-304	5.196	632	5.093	6101
6.031	76	5.628	-200	5.229	1152	5.113	6130
6.054	-64	5.687	-96	5.265	1432	5.131	6166
6.084	268	5.713	-120	5.329	916	5.177	6195
6.115	168	5.743	-316	5.38	796	5.201	6220
6.146	104	5.765	-360	5.405	928	5.228	6249
6.167	-48	5.793	-416	5.436	1040	5.253	6273
6.197	-112	5.816	-212	5.462	1092	5.277	6297
6.215	-456	5.879	-496	5.481	444	5.297	6328
6.243	148	5.91	-268	5.512	688	5.327	6356
6.269	24	5.93	-356	5.546	988	5.359	6380
6.299	-84	5.96	176	5.563	844	5.377	6405
6.331	52	5.977	-212	5.583	976	5.41	6439
6.356	48	6.01	-116	5.629	904	5.433	6465
6.497	36	6.113	-376	5.645	784	5.47	6494
6.579	196	6.144	-476	5.681	864	5.494	6524
6.773	144	6.176	-524	5.712	848	5.53	6553
6.79	-140	6.208	-644	5.745	888	5.566	6583
6.816	-288	6.234	-780	5.763	776	5.594	6608
6.832	88	6.269	-436	5.786	720	5.643	6661
6.838	-12	6.295	-308	5.837	1028	5.664	6685
6.846	-12	6.325	-440	5.871	888	5.692	6716
6.852	-12	6.342	-472	5.896	912	5.725	6745
6.857	-36	6.368	-296	5.932	816	5.753	6775
6.881	-20	6.396	-372	5.961	988	5.782	6804
6.929	-4	6.426	-516	5.983	756	5.82	6853
6.953	-68	6.459	-572	6.015	660	5.854	6882
7.049	-48	6.486	-504	6.088	812	5.876	6906
7.073	52	6.51	-532	6.117	1096	5.949	6971
7.097	-12	6.619	-756	6.146	828	5.977	6996
7.13	-32	6.647	-500	6.25	960	6.004	7025
7.162	-8	6.679	-696	6.28	1012	6.03	7049
7.183	-24	6.709	-336	6.311	888	6.06	7073
7.211	-28	6.733	-264	6.345	960	6.081	7098
7.26	132	6.76	-280	6.365	1088	6.101	7127
7.295	-168	6.785	-524	6.383	860	6.166	7186
7.314	-212	6.845	-348	6.418	764	6.219	7240
7.375	-156	6.874	-344	6.445	980	6.245	7265
7.399	196	6.897	-192	6.465	772	6.276	7294
7.43	28	6.925	-272	6.502	600	6.3	7318
7.459	52	6.95	-372	6.532	812	6.327	7348
7.483	-8	6.979	-592	6.563	700	6.359	7377
7.515	-88	7.008	-312	6.594	816	6.378	7402
7.539	-80	7.061	-240	6.617	768	6.413	7431
7.566	-28	7.116	-320	6.635	864	6.431	7455
7.597	-20	7.135	-284	6.863	628	6.461	7479
7.62	40	7.164	-424	6.887	804	6.497	7510
7.646	-8	7.195	-340	6.899	864	6.515	7539
7.679	124	7.259	-440	6.913	996	6.55	7569
7.704	-484	7.283	-312	6.929	744	6.61	7622
7.732	-96	7.309	-320	6.934	856	6.63	7647
7.762	20	7.333	-388	6.94	1028	6.659	7676
7.787	20	7.362	-488	6.952	1052	6.692	7700
7.815	-56	7.392	-248	6.981	1008	6.714	7724
7.845	-104	7.418	-428	7.011	748	6.734	7760
7.871	-136	7.529	-588	7.03	580	6.767	7790
7.916	-212	7.558	-420	7.062	536	6.785	7819
7.945	-264	7.641	-540	7.114	804	6.828	7843
7.979	-260	7.667	-660	7.137	448	6.852	7867
7.998	-256	7.698	-416	7.168	956	6.865	7892
8.033	-40	7.727	-500	7.202	1332	6.935	7952
8.062	-76	7.752	-228	7.228	1036	6.995	8010
8.084	12	7.778	-484	7.264	908	7.017	8040
8.112	-196	7.809	-428	7.294	524	7.048	8064
8.136	-412	7.834	-528	7.313	768	7.075	8088
8.163	-360	7.884	-1348	7.347	1188	7.109	8112
8.186	-164	7.913	-648	7.383	572	7.131	8137
8.226	-136	7.998	-520	7.432	88	7.18	8196
8.251	0	8.057	-504	7.461	312	7.211	8225
8.279	-180	8.081	-460	7.483	404	7.229	8249
8.303	-412	8.113	-596	7.511	528	7.252	8273
8.352	340	8.191	-548	7.545	1508	7.295	8304
8.381	-300	8.209	-820	7.569	952	7.313	8333
8.412	-524	8.245	-668	7.597	-992	7.349	8364
8.43	-564	8.308	-552	7.617	488	7.378	8392
8.488	-428	8.33	-664	7.645	888	7.41	8423
8.519	-364	8.358	-716	7.671	948	7.432	8452
8.549	-488	8.392	-708	7.698	1060	7.461	8476
8.579	-272	8.413	-616	7.732	1016	7.48	8500
8.614	-104	8.431	-720	7.764	1392	7.508	8525
8.645	-284	8.461	-528	7.816	664	7.542	8559
8.666	-444	8.491	-676	7.846	880	7.562	8585
8.687	-532	8.55	-764	7.863	308	7.6	8613
8.714	-516	8.568	-580	7.89	1164	7.627	8637
8.771	-476	8.624	-580	7.923	1264	7.652	8661
8.802	-436	8.657	-516	7.937	1196	7.683	8686
8.832	-584	8.682	-352	7.979	1076	7.708	8715
8.91	-336	8.712	-612	8.003	976	7.725	8739
8.933	-396	8.741	-440	8.032	852	7.759	8770
8.965	-408	8.791	-372	8.062	736	7.791	8798
9.028	-460	8.875	-648	8.095	1204	7.842	8858
9.053	-340	8.907	-868	8.117	556	7.863	8882
9.079	-356	8.934	-584	8.169	920	7.881	8906
9.11	-80	8.964	-484	8.231	1148	7.918	8931
9.132	-304	8.99	-576	8.251	904	7.977	8991
9.162	-400	9.221	-1012	8.277	724	8.009	9019
9.185	-312	9.229	-432	8.301	460	8.034	9043
9.215	-152	9.259	-556	8.433	1184	8.057	9067
9.248	-308	9.317	-580	8.47	324	8.091	9098
9.268	-256	9.329	-584	8.553	896	8.11	9127
9.294	-296	9.378	-552	8.583	972	8.133	9151
9.328	-260	9.431	-532	8.602	908	8.174	9182
9.35	-428	9.49	-792	8.625	1680	8.2	9210
9.382	-372	9.51	-1068	8.665	1276	8.231	9241
9.411	-224	9.541	-692	8.686	1000	8.261	9270
9.432	-188	9.576	-620	8.71	832	8.289	9294
9.462	-244	9.64	-456	8.733	576	8.308	9319
9.511	-296	9.661	-484	8.799	960	8.506	9407
9.544	-292	9.723	-548	8.83	912	8.528	9437
9.571	-292	9.757	-856	8.86	1200	8.552	9462
9.599	-416	9.781	-716	8.885	912	8.566	9491
9.629	-332	9.808	-696	8.911	1004	8.584	9515
9.653	-236	9.83	-688	8.936	852	8.594	9539
9.68	-100	9.857	-460	8.961	964	8.599	9564
9.711	-212	9.882	-440	8.986	772	8.609	9593
9.733	-260	9.912	-1272	9.026	1140	8.626	9629
9.764	-96	9.944	-116	9.069	408	8.648	9658
9.793	-140	9.974	-1092	9.16	672	8.676	9683
9.824	-544	9.993	-780	9.192	724	8.697	9712
9.875	-280	10.014	-556	9.225	624	8.728	9736
9.901	-392	10.044	-788	9.251	640	8.741	9760
9.953	-424	10.074	-544	9.262	672	8.783	9791
9.983	-464	10.108	-456	9.292	624	8.808	9819
10.013	-108	10.133	-472	9.316	684	8.843	9850
10.044	-60	10.191	-360	9.358	720	8.876	9879
10.076	-288	10.213	-392	9.382	396	8.896	9910
10.097	12	10.236	-428	9.412	436	8.932	9939
10.127	-160	10.262	-484	9.442	1064	8.96	9963
10.149	-92	10.295	-520	9.461	1088	8.981	9994
10.18	-164	10.35	-436	9.479	456	9.058	10053
10.21	-352	10.376	-128	9.514	1044	9.1	10106
10.229	-664	10.407	-496	9.541	868	9.127	10130
10.26	-360	10.434	-452	9.563	972	9.158	10160
10.285	-192	10.459	-376	9.602	936	9.178	10184
10.31	-248	10.491	-512	9.629	820	9.213	10215
10.343	-160	10.515	-560	9.66	1164	9.241	10243
10.369	-184	10.542	-564	9.682	888	9.311	10316
10.399	-132	10.572	-264	9.702	824	9.342	10345
10.428	-104	10.606	-608	9.729	828	9.365	10369
10.46	-92	10.698	-732	9.752	692	9.4	10400
10.487	-32	10.735	-804	9.782	788	9.43	10434
10.512	-32	10.845	-752	9.819	860	9.485	10488
10.536	-44	10.868	-276	9.845	920	9.531	10536
10.594	-32	10.928	-384	9.867	692	9.557	10561
10.649	-108	10.955	-204	9.928	772	9.591	10590
10.677	-108	11.035	-224	9.942	1036	9.608	10621
10.701	80	11.06	-528	9.983	1396	9.646	10649
10.726	-32	11.147	-572	10.011	1252	9.675	10673
10.762	-80	11.172	-648	10.042	400	9.701	10704
10.778	-180	11.205	-412	10.064	652	9.73	10733
10.809	40	11.232	-344	10.114	924	9.761	10757
10.836	72	11.258	-312	10.185	1228	9.791	10781
10.875	56	11.287	-524	10.211	980	9.807	10811
10.894	4	11.308	-584	10.258	1340	9.841	10840
10.943	-256	11.358	-244	10.294	760	9.863	10871
10.967	-84	11.396	-328	10.307	532	9.898	10900
10.997	-236	11.442	-556	10.341	1080	9.918	10924
11.027	-236	11.532	-716	10.366	1448	9.947	10954
11.06	-116	11.562	-540	10.393	676	9.975	10978
11.083	-164	11.592	-752	10.427	1252	9.989	11002
11.11	-232	11.624	-728	10.449	384	10.029	11033
11.136	-208	11.689	-940	10.507	752	10.048	11061
11.166	-72	11.729	-472	10.529	1040	10.102	11110
11.192	-160	11.754	-336	10.551	1172	10.138	11139
11.222	12	11.787	-648	10.612	1072	10.162	11163
11.249	20	11.814	-904	10.641	1136	10.179	11187
11.28	-176	11.854	-752	10.666	1308	10.296	11306
11.335	-208	11.887	-608	10.696	1032	10.331	11330
11.36	-192	11.911	-684	10.719	1228	10.378	11384
11.391	-332	11.937	-776	10.743	1176	10.406	11408
11.565	-172	11.97	-556	10.774	1108	10.473	11467
11.58	-316	12.003	-376	10.807	1036	10.499	11498
11.609	-116	12.029	-648	10.833	1132	10.528	11527
11.628	-44	12.056	-540	10.863	820	10.556	11551
11.643	-104	12.074	-416	10.891	764	10.579	11575
11.654	-180	12.104	-620	10.916	940	10.606	11600
11.664	-324	12.192	-588	10.983	1112	10.63	11629
11.668	-216	12.22	-504	11.015	1092	10.656	11659
11.679	-252	12.239	-528	11.049	1168	10.691	11688
11.711	-232	12.272	-448	11.076	1156	10.858	11855
11.725	-156	12.303	-236	11.095	996	10.894	11886
11.753	-172	12.354	-916	11.125	908	10.931	11939
11.778	-96	12.386	-460	11.151	772	10.96	11963
11.832	-120	12.415	-512	11.177	688	10.988	11988
11.926	-272	12.527	-348	11.207	732	11.026	12022
11.952	-400	12.554	-688	11.23	840	11.055	12048
11.981	-188	12.587	-272	11.255	948	11.088	12076
12.009	-216	12.61	-632	11.296	488	11.111	12100
12.042	-492	12.631	-500	11.367	652	11.13	12124
12.065	-388	12.669	-524	11.397	732	11.148	12149
12.096	460	12.714	-516	11.427	808	11.182	12178
12.128	84	12.74	-296	11.458	1216	11.208	12202
12.149	156	12.803	44	11.49	456	11.232	12233
12.177	180	12.854	28	11.518	1040	11.271	12261
12.2	344	12.876	284	11.531	920	11.298	12292
12.229	96	12.903	232	11.716	992	11.326	12321
12.26	-708	12.954	-148	11.746	428	11.355	12345
12.293	-840	12.986	-852	11.794	244	11.371	12369
12.314	1160	13.013	-284	11.808	512	11.398	12394
12.335	-132	13.039	-120	11.813	788	11.421	12423
12.359	-60	13.07	16	11.817	856	11.454	12454
12.393	124	13.146	128	11.827	764	11.488	12482
12.415	-204	13.176	332	11.83	884	11.513	12506
12.45	-36	13.206	-16	11.857	280	11.541	12536
12.478	-104	13.236	152	11.878	1020	11.561	12561
12.508	156	13.262	-164	11.907	972	11.595	12590
12.533	140	13.288	232	11.931	896	11.61	12614
12.559	-4	13.333	-96	11.958	776	11.654	12645
12.581	-104	13.387	-84	11.982	848	11.681	12673
12.61	-876	13.423	-104	12.007	776	11.711	12704
12.644	-144	13.451	-48	12.032	576	11.754	12757
12.695	-36	13.489	-356	12.073	1388	11.786	12782
12.725	56	13.523	-212	12.099	928	11.821	12816
12.75	-148	13.553	-260	12.126	888	11.854	12842
12.779	-116	13.579	-308	12.177	712	11.879	12870
12.809	-20	13.669	-764	12.208	796	11.927	12925
12.836	-72	13.694	-436	12.234	848	11.962	12954
12.861	-68	13.719	-444	12.261	796	12.01	13002
12.891	-24	13.74	-580	12.293	720	12.037	13027
12.918	48	13.77	-568	12.323	712	12.06	13056
12.947	92	13.802	-320	12.342	1084	12.094	13086
12.973	160	13.831	-808	12.374	980	12.12	13115
13.002	112	13.86	-580	12.4	812	12.142	13139
13.026	112	13.89	-876	12.426	736	12.174	13163
13.08	104	14.093	-600	12.448	1192	12.197	13188
13.115	-48	14.123	-728	12.483	1216	12.225	13217
13.157	-148	14.147	-380	12.51	1212	12.243	13241
13.187	-20	14.162	-284	12.543	788	12.281	13272
13.212	-244	14.183	-524	12.556	720	12.31	13300
13.272	-124	14.191	-1188	12.592	664	12.336	13330
13.301	-64	14.195	-476	12.616	656	12.365	13355
13.38	-120	14.204	8	12.64	540	12.388	13384
13.409	108	14.22	-844	12.675	888	12.412	13408
13.433	116	14.253	-1048	12.706	708	12.443	13433
13.457	16	14.276	-300	12.74	1160	12.474	13462
13.494	-436	14.304	-404	12.762	916	12.504	13491
13.517	64	14.329	-324	12.789	1156	12.536	13521
13.548	-264	14.355	-268	12.81	788	12.558	13545
13.578	-160	14.442	-152	12.838	1288	12.587	13569
13.608	-268	14.471	-684	12.861	892	12.596	13599
13.629	-396	14.503	-532	12.892	1044	12.623	13623
13.657	-84	14.523	-288	12.923	1380	12.653	13647
13.679	-200	14.552	-452	12.943	1236	12.687	13678
13.74	16	14.576	-596	12.966	944	12.721	13706
13.82	196	14.607	-488	12.994	872	12.744	13730
13.878	296	14.636	-388	13.024	840	12.763	13754
13.908	40	14.669	-640	13.083	1104	12.791	13779
13.939	280	14.694	-632	13.114	988	12.82	13808
13.973	380	14.718	-740	13.192	1240	12.846	13832
14.015	256	14.742	-716	13.222	1544	12.875	13863
14.075	108	14.773	-316	13.281	1064	12.897	13891
14.101	248	14.802	-480	13.306	696	12.925	13922
14.13	472	14.821	-368	13.355	852	12.964	13951
14.16	356	14.856	-480	13.365	824	12.989	13975
14.189	96	14.886	-144	13.39	1056	13.007	13999
14.231	72	14.909	28	13.425	604	13.037	14024
14.257	160	14.968	-636	13.48	1156	13.07	14053
14.315	112	14.99	-348	13.509	712	13.096	14084
14.345	132	15.052	-148	13.557	1020	13.126	14118
14.376	344	15.078	-324	13.588	1096	13.161	14142
14.405	300	15.105	-404	13.61	952	13.188	14167
14.447	208	15.135	-340	13.638	700	13.203	14196
14.477	28	15.16	-324	13.672	844	13.393	14244
14.508	32	15.186	-104	13.705	1044	13.422	14275
14.539	248	15.207	-112	13.731	952	13.434	14303
14.564	192	15.236	-48	13.758	800	13.458	14334
14.617	48	15.268	-220	13.783	728	13.472	14363
14.645	56	15.295	-88	13.808	1304	13.477	14393
14.73	56	15.318	0	13.888	1016	13.481	14417
14.76	312	15.339	-200	13.92	896	13.491	14441
14.789	312	15.369	324	13.943	1056	13.495	14472
14.813	28	15.392	160	13.975	1180	13.522	14500
14.839	320	15.456	48	13.994	864	13.546	14530
14.873	276	15.539	-132	14.022	948	13.573	14555
14.897	264	15.567	-280	14.046	1140	13.603	14584
14.928	152	15.593	-180	14.071	932	13.626	14608
14.957	-188	15.623	-212	14.106	892	13.653	14632
15.011	120	15.655	-248	14.145	996	13.677	14662
15.059	560	15.678	-28	14.163	1072	13.703	14692
15.088	-176	15.724	-100	14.247	844	13.771	14751
15.12	52	15.765	-492	14.275	812	13.794	14775
15.143	-300	15.801	-340	14.296	740	13.813	14800
15.173	-736	15.824	-76	14.332	692	13.846	14829
15.197	88	15.854	-432	14.357	916	13.877	14853
15.222	-224	15.884	-444	14.415	1016	13.904	14884
15.247	-12	15.924	-304	14.438	1052	13.93	14918
15.275	-628	15.959	-640	14.472	996	13.961	14943
15.299	-300	16.009	-392	14.504	1120	13.991	14972
15.33	-408	16.044	-548	14.529	1080	14.009	14996
15.359	112	16.074	-288	14.577	1060	14.044	15021
15.388	112	16.104	-340	14.605	1104	14.07	15050
15.414	-40	16.136	-408	14.625	1008	14.096	15074
15.443	144	16.156	-452	14.656	992	14.119	15105
15.491	-20	16.184	-292	14.687	908	14.153	15133
15.521	-88	16.206	-96	14.715	972	14.178	15157
15.554	-80	16.26	-252	14.755	956	14.211	15187
15.582	40	16.289	-224	14.769	1048	14.223	15212
15.608	-916	16.317	-252	14.821	1008	14.26	15241
15.638	32	16.35	-308	14.842	996	14.286	15266
15.707	140	16.367	-224	14.907	1020	14.308	15295
15.771	68	16.392	-216	14.942	924	14.344	15324
15.793	8	16.42	-160	15.047	976	14.374	15354
15.825	236	16.476	-216	15.072	900	14.406	15378
15.871	136	16.518	-248	15.129	1060	14.436	15402
15.895	216	16.62	-200	15.154	1004	14.477	15456
15.924	32	16.65	-240	15.194	984	14.504	15480
15.954	256	16.704	-220	15.214	976	14.535	15511
16.014	688	16.733	-272	15.253	956	14.569	15539
16.039	264	16.757	-312	15.275	984	14.591	15563
16.064	-64	16.788	-340	15.304	976	14.61	15587
16.088	388	16.842	-328	15.357	992	14.636	15612
16.115	380	16.872	-272	15.381	988	14.663	15641
16.145	-44	16.902	-280	15.405	988	14.689	15665
16.176	704	16.927	-284	15.437	996	14.753	15730
16.205	668	16.95	-320	15.462	964	14.833	15814
16.238	-228	16.975	-368	15.49	1044	14.861	15839
16.287	128	17.028	-288	15.513	1036	14.918	15899
16.462	304	17.059	-292	15.578	944	14.951	15927
16.492	432	17.088	-288	15.604	988	14.974	15958
16.513	772	17.118	-284	15.629	996	15.059	16042
16.533	996	17.172	-300	15.707	944	15.094	16071
16.542	280	17.282	-340	15.771	956	15.118	16095
16.546	252	17.317	-208	15.787	980	15.151	16126
16.555	100	17.368	-524	15.819	976	15.178	16154
16.56	468	17.393	-576	15.845	980	15.305	16287
16.571	168	17.42	-524	15.871	996	15.341	16316
16.596	536	17.444	-528	15.896	976	15.372	16346
16.622	268	17.473	-528	15.91	952	15.403	16375
16.654	324	17.501	-472	15.953	972	15.452	16423
16.675	248	17.527	-360	15.975	964	15.477	16448
16.704	204	17.567	-300	16.041	944	15.501	16477
16.727	308	17.587	-344	16.07	960	15.587	16560
16.757	188	17.621	-332	16.092	952	15.611	16584
16.788	228	17.65	-360	16.111	956	15.643	16608
16.821	392	17.674	-332	16.14	972	15.662	16633
16.843	392	17.701	-344	16.197	984	15.69	16662
16.871	244	17.733	-332	16.228	972	15.717	16686
16.895	280	17.808	-348	16.255	988	15.738	16717
16.922	276	17.834	-296	16.286	968	15.773	16745
16.954	216	17.866	-296	16.311	944	15.818	16782
16.979	208	17.946	-312	16.341	948	15.917	16889
17.01	280	17.976	-344	16.37	940	15.943	16913
17.04	336	18.001	-368	16.406	924	15.968	16944
17.088	432	18.081	-372	16.436	972	16.002	16972
17.121	232	18.116	-336	16.457	984	16.026	16997
17.144	364	18.138	-348	16.476	980	16.084	17056
17.204	196	18.186	-352	16.67	992	16.104	17081
17.227	164	18.218	-344	16.69	972	16.138	17110
17.255	236	18.243	-352	16.707	968	16.169	17141
17.309	72	18.269	-360	16.738	968	16.201	17169
17.338	68	18.324	-324	16.745	968	16.218	17193
17.363	0	18.416	-316	16.758	960	16.249	17217
17.393	32	18.439	-300	16.768	960	16.272	17242
17.424	104	18.465	-296	16.77	964	16.293	17271
17.454	264	18.486	-328	16.794	968	16.324	17300
17.48	288	18.516	-352	16.821	984	16.355	17326
17.507	408	18.548	-364	16.845	980	16.384	17355
17.527	480	18.57	-376	16.864	980	16.421	17385
17.554	248	18.598	-364	16.893	976	16.438	17414
17.579	104	18.63	-352	16.921	984	16.467	17438
17.609	156	18.654	-352	16.954	988	16.486	17462
17.64	368	18.685	-340	16.971	940	16.51	17487
17.688	260	18.716	-316	17.007	984	16.611	17581
