sep=	
time (kilde1)	x	time (kilde1)	y	time (kilde1)	z	time (kilde1)	time
52.496	572	54.985	-628	51.034	908	50.56	16173
52.521	636	55.009	-620	51.06	940	50.615	16226
52.549	436	55.041	-548	51.095	804	50.639	16250
52.578	444	55.102	-536	51.129	832	50.675	16281
52.609	464	55.129	-548	51.159	788	50.706	16309
52.629	432	55.185	-384	51.324	816	50.756	16369
52.662	456	55.207	-412	51.336	720	50.806	16418
52.689	548	55.235	-436	51.358	728	50.84	16447
52.714	584	55.291	-332	51.381	716	50.867	16477
52.74	460	55.323	-332	51.408	796	50.898	16506
52.766	320	55.345	-364	51.419	944	50.927	16543
52.795	356	55.428	-320	51.427	840	50.963	16572
52.818	368	55.469	-308	51.43	800	50.99	16596
52.849	360	55.495	-332	51.441	976	51.016	16620
52.876	400	55.525	-308	51.448	1012	51.042	16645
52.9	408	55.555	-324	51.484	1128	51.073	16674
52.932	428	55.578	-348	51.515	1152	51.091	16705
52.962	340	55.61	-324	51.542	1332	51.126	16733
52.992	312	55.635	-300	51.59	1224	51.156	16757
53.018	292	55.686	-440	51.615	1008	51.177	16781
53.044	92	55.718	-412	51.645	952	51.207	16811
53.075	-172	55.768	-340	51.674	948	51.229	16835
53.118	240	55.794	-512	51.711	980	51.256	16859
53.148	152	55.821	-452	51.73	752	51.272	16890
53.207	-144	55.846	-324	51.757	612	51.311	16918
53.232	32	55.908	-288	51.781	772	51.342	16949
53.259	4	55.935	-336	51.808	812	51.364	16978
53.285	48	55.967	-268	51.833	1076	51.395	17002
53.311	-88	55.992	-288	51.897	900	51.414	17026
53.341	-40	56.017	-260	51.927	1148	51.443	17051
53.375	36	56.043	-324	51.977	1032	51.473	17080
53.4	-132	56.068	-236	52.007	972	51.489	17111
53.426	-276	56.094	-244	52.028	552	51.533	17139
53.458	-108	56.124	-384	52.057	1088	51.558	17163
53.478	-84	56.15	-424	52.09	676	51.606	17212
53.507	-16	56.178	-360	52.113	904	51.641	17241
53.533	200	56.226	-384	52.14	900	51.658	17265
53.564	304	56.288	-492	52.166	952	51.722	17330
53.591	348	56.317	-432	52.193	1284	51.754	17355
53.641	-80	56.351	-348	52.246	1068	51.796	17408
53.663	-64	56.371	-376	52.277	788	51.832	17432
53.723	32	56.401	-396	52.307	824	51.858	17457
53.75	-32	56.434	-436	52.33	856	51.906	17516
53.779	-20	56.457	-480	52.36	792	51.942	17545
53.808	-44	56.483	-512	52.39	740	51.96	17569
53.89	12	56.504	-520	52.416	656	52.022	17624
53.916	-16	56.534	-500	52.449	696	52.055	17653
53.947	-40	56.642	-460	52.477	760	52.079	17677
53.976	4	56.672	-432	52.506	700	52.123	17736
54.012	-56	56.76	-532	52.534	688	52.164	17767
54.041	-96	56.787	-496	52.559	780	52.193	17796
54.064	-68	56.809	-524	52.581	856	52.244	17845
54.091	0	56.834	-524	52.617	748	52.264	17874
54.116	84	56.868	-504	52.64	868	52.289	17898
54.175	20	56.886	-452	52.664	1000	52.326	17929
54.199	20	56.914	-424	52.683	948	52.354	17957
54.227	0	56.951	-368	52.726	1136	52.379	17981
54.256	40	56.977	-380	52.756	1040	52.439	18035
54.279	44	57.007	-432	52.776	1100	52.465	18059
54.307	56	57.034	-440	52.839	1216	52.491	18083
54.36	-16	57.068	-412	52.859	1208	52.512	18119
54.391	-4	57.09	-408	52.883	1160	52.546	18149
54.424	-48	57.116	-468	52.922	1024	52.577	18178
54.445	-16	57.138	-536	52.949	840	52.596	18202
54.474	4	57.168	-616	53.056	760	52.628	18226
54.525	-36	57.216	-656	53.093	708	52.647	18251
54.581	-48	57.253	-528	53.123	804	52.674	18280
54.608	-52	57.336	-504	53.156	980	52.705	18304
54.633	-84	57.367	-488	53.181	1016	52.728	18335
54.658	-60	57.401	-484	53.206	1016	52.763	18363
54.689	-32	57.42	-456	53.241	988	52.798	18393
54.74	36	57.452	-456	53.262	828	52.824	18418
54.77	148	57.476	-460	53.313	1144	52.989	18447
54.798	136	57.5	-380	53.344	1064	53.007	18471
54.828	-24	57.533	-360	53.363	952	53.024	18496
54.857	-132	57.559	-440	53.396	1048	53.046	18525
54.876	-124	57.606	-488	53.422	1376	53.06	18554
54.908	-92	57.638	-388	53.447	1432	53.075	18584
54.932	4	57.656	-260	53.474	1236	53.087	18608
54.96	0	57.685	-260	53.494	780	53.095	18663
54.991	36	57.717	-312	53.539	708	53.106	18692
55.016	88	57.744	-296	53.622	940	53.121	18722
55.043	164	57.774	-308	53.645	924	53.154	18751
55.071	208	57.809	-316	53.672	1096	53.187	18782
55.106	128	57.834	-272	53.696	1048	53.207	18811
55.13	176	57.857	-244	53.722	956	53.231	18835
55.157	144	57.902	-256	53.756	936	53.287	18884
55.184	168	57.933	-276	53.778	948	53.314	18918
55.213	76	57.956	-340	53.806	912	53.339	18944
55.242	48	58.02	-380	53.854	932	53.38	18972
55.273	-12	58.04	-360	53.914	1200	53.404	18996
55.293	-32	58.074	-356	53.944	1216	53.425	19020
55.323	-24	58.133	-424	53.975	856	53.477	19074
55.375	-96	58.158	-436	53.999	836	53.569	19157
55.428	-104	58.189	-544	54.037	916	53.596	19193
55.457	-88	58.243	-380	54.058	924	53.619	19217
55.487	-8	58.269	-400	54.087	936	53.645	19241
55.513	-16	58.406	-400	54.11	924	53.673	19265
55.54	-60	58.449	-392	54.131	908	53.697	19290
55.565	-28	58.465	-360	54.16	908	53.787	19378
55.596	-12	58.49	-384	54.271	808	53.808	19402
55.626	64	58.518	-368	54.299	720	53.836	19426
55.677	24	58.549	-380	54.322	920	53.861	19457
55.706	100	58.704	-388	54.348	940	53.92	19510
55.756	-12	58.721	-376	54.389	976	53.946	19541
55.811	40	58.755	-400	54.438	968	53.975	19569
55.841	12	58.783	-400	54.462	916	54.004	19600
55.874	-32	58.799	-404	54.494	908	54.029	19629
55.898	-184	58.81	-392	54.575	876	54.059	19653
56.077	-280	58.821	-376	54.605	988	54.086	19678
56.099	-280	58.848	-372	54.638	956	54.12	19712
56.126	-268	58.872	-376	54.66	952	54.143	19737
56.132	-248	58.9	-388	54.692	872	54.173	19766
56.145	-264	59.015	-408	54.722	728	54.204	19796
56.156	-320	59.041	-400	54.742	784	54.228	19821
56.159	-244	59.065	-388	54.766	816	54.252	19850
56.164	-208	59.088	-408	54.813	1008	54.306	19898
56.205	16	59.116	-408	54.844	936	54.336	19923
56.237	96	59.142	-416	54.88	876	54.353	19952
56.289	-60	59.168	-424	54.903	792	54.394	19988
56.309	-12	59.207	-428	54.929	728	54.425	20017
56.339	36	59.234	-424	54.964	796	54.444	20041
56.364	196	59.259	-396	54.994	916	54.472	20066
56.394	96	59.286	-372	55.025	932	54.504	20095
56.43	36	59.316	-372	55.048	1040	54.529	20119
56.455	0	59.336	-388	55.079	1084	54.553	20150
56.475	-132	59.366	-372	55.104	1164	54.588	20178
56.504	-104	59.4	-376	55.157	904	54.619	20209
56.526	-28	59.421	-376	55.189	1124	54.667	20269
56.554	-100	59.45	-372	55.238	1384	54.725	20322
56.581	-88	59.472	-372	55.264	1232	54.761	20352
56.61	0	59.492	-368	55.288	832	54.791	20381
56.645	-56	59.531	-392	55.311	724	54.822	20412
56.671	-24	59.587	-392	55.342	796	54.875	20465
56.694	20	59.618	-392	55.372	896	54.907	20489
56.721	-28	59.682	-388	55.404	1084	54.935	20519
56.746	0	59.732	-392	55.437	1124	55.013	20602
56.773	-4	59.815	-416	55.457	1084	55.035	20626
56.807	468	59.835	-408	55.481	1012	55.09	20675
56.832	-140	59.899	-388	55.506	944	55.118	20704
56.858	-32	59.919	-408	55.529	900	55.141	20728
56.887	-12	59.977	-400	55.557	900	55.206	20793
56.911	-112	60.037	-400	55.587	984	55.223	20818
56.94	116	60.056	-396	55.647	1076	55.253	20847
56.964	24	60.139	-388	55.67	944	55.289	20871
56.995	-44	60.199	-400	55.704	896	55.318	20895
57.025	24	60.234	-400	55.721	880	55.338	20920
57.055	124	60.264	-404	55.787	960	55.369	20949
57.108	56	60.285	-400	55.844	864	55.422	21008
57.138	0	60.315	-400	55.871	876	55.584	21171
57.193	-124	60.324	-400	55.897	1016	55.612	21199
57.223	-148	60.877	-384	55.92	1004	55.643	21230
57.254	-168	60.962	-396	55.947	992	55.668	21259
57.277	-116	61.021	-368	56.037	980	55.702	21283
57.306	-184	61.08	-360	56.092	916	55.727	21313
57.33	132	61.132	-348	56.12	904	55.753	21337
57.354	188	61.152	-352	56.144	924	55.779	21361
57.39	92	61.185	-316	56.174	936	55.801	21392
57.408	176	61.215	-284	56.349	884	55.835	21420
57.443	152	61.249	-268	56.363	976	55.891	21493
57.474	72	61.275	-280	56.406	1064	55.943	21522
57.504	100	61.301	-284	56.424	1028	55.969	21546
57.528	-108	61.331	-268	56.427	976	55.99	21582
57.553	-148	61.363	-300	56.43	896	56.018	21612
57.578	-180	61.381	-324	56.433	892	56.057	21641
57.607	-184	61.465	-324	56.445	912	56.106	21689
57.64	-20	61.5	-308	56.472	936	56.134	21714
57.671	68	61.519	-272	56.503	956	56.167	21743
57.756	-16	61.554	-260	56.526	968	56.175	21767
57.81	-72	61.573	-248	56.539	968	56.202	21798
57.84	-84	61.613	-260	56.603	976	56.243	21826
57.871	-152	61.634	-248	56.639	952	56.273	21857
57.904	-212	61.667	-240	56.67	956	56.304	21886
57.924	-232	61.688	-208	56.689	956	56.333	21910
57.955	-212	61.717	-196	56.722	960	56.361	21934
57.98	-240	61.771	-168	56.741	960	56.388	21959
58.007	-204	61.864	-204	56.77	964	56.435	22017
58.033	-156	61.903	-212	56.795	964	56.458	22047
58.062	-116	61.957	-192	56.836	996	56.517	22101
58.088	-88	61.988	-220	56.861	980	56.551	22126
58.11	-16	62.017	-268	56.887	976	56.569	22155
58.137	16	62.047	-300	56.912	976	56.602	22186
58.17	-8	62.081	-360	56.939	980	56.638	22214
58.191	-128	62.106	-396	56.963	976	56.668	22245
58.219	-128	62.131	-404	56.99	952	56.723	22298
58.253	-88	62.156	-432	57.023	956	56.749	22322
58.28	-76	62.181	-440	57.047	948	56.772	22347
58.308	-116	62.215	-408	57.105	952	56.788	22381
58.335	-120	62.24	-380	57.12	912	56.855	22435
58.363	-124	62.27	-428	57.155	936	56.87	22459
58.389	-180	62.304	-492	57.178	972	56.908	22483
58.413	-216	62.331	-432	57.219	960	56.953	22532
58.44	-212	62.353	-472	57.244	948	57.011	22592
58.47	-176	62.38	-440	57.305	956	57.041	22620
58.496	-136	62.414	-400	57.324	936	57.07	22651
58.524	-116	62.435	-408	57.375	964	57.106	22680
58.634	-236	62.464	-376	57.411	968	57.124	22704
58.662	-240	62.496	-416	57.442	948	57.166	22728
58.693	-252	62.598	-312	57.461	948	57.17	22752
58.746	-164	62.648	-512	57.486	944	57.2	22777
58.776	-148	62.683	-412	57.525	972	57.227	22806
58.803	-52	62.764	-480	57.544	980	57.253	22836
58.829	-12	62.787	-476	57.57	976	57.317	22894
58.986	8	62.815	-452	57.669	932	57.336	22920
59.02	44	62.846	-368	57.686	928	57.371	22949
59.046	4	62.904	-376	57.726	964	57.39	22973
59.106	64	62.932	-444	57.769	968	57.42	23004
59.136	28	62.953	-332	57.826	960	57.515	23092
59.154	12	62.98	-364	57.861	960	57.539	23116
59.179	-20	63.012	-236	57.887	952	57.567	23141
59.212	-12	63.033	-216	57.912	972	57.588	23175
59.292	4	63.097	-204	57.953	972	57.617	23200
59.322	12	63.122	-84	58.116	964	57.64	23230
59.352	80	63.15	-132	58.505	944	57.671	23259
59.378	56	63.181	-140	58.588	956	57.703	23284
59.409	88	63.201	-128	58.651	976	57.737	23313
59.436	84	63.233	-164	58.669	972	57.766	23337
59.461	60	63.263	-164	58.707	956	57.787	23361
59.485	96	63.283	-104	58.727	944	57.816	23386
59.518	164	63.314	-132	58.784	944	57.84	23415
59.538	80	63.397	-224	58.812	944	57.989	23444
59.562	76	63.449	-240	58.84	924	58.015	23474
59.602	-16	63.479	-224	58.875	956	58.052	23522
59.624	-4	63.505	-204	58.903	968	58.076	23546
59.653	8	63.531	-84	58.928	948	58.088	23571
59.686	0	63.562	-100	58.955	960	58.101	23659
59.712	-12	63.586	-168	58.986	988	58.117	23688
59.742	-36	63.612	-284	59.005	1040	58.14	23714
59.769	-56	63.637	-320	59.093	1184	58.169	23743
59.802	-68	63.663	-224	59.184	968	58.199	23767
59.822	-80	63.699	-176	59.201	992	58.208	23791
59.874	-120	63.729	-212	59.236	1048	58.234	23821
59.904	0	63.752	-308	59.26	1036	58.271	23850
59.929	8	63.783	-496	59.291	1032	58.317	23880
59.953	-32	63.813	-520	59.318	1028	58.357	23928
59.987	-100	63.834	-500	59.343	1000	58.386	23958
60.002	-144	63.855	-428	59.404	924	58.41	23983
60.035	-124	63.889	-304	59.423	960	58.439	24012
60.06	-108	63.919	-308	59.453	1040	58.466	24043
60.09	-140	63.948	-324	59.488	1068	58.505	24071
60.12	-144	63.972	-304	59.508	1060	58.532	24095
60.155	-136	63.998	-352	59.535	1024	58.556	24120
60.208	-148	64.028	-328	59.585	984	58.587	24149
60.247	-84	64.045	-284	59.618	1008	58.607	24173
60.275	-48	64.081	-264	59.674	1048	58.633	24197
60.366	64	64.112	-304	59.707	904	58.658	24227
60.42	-4	64.281	-328	59.758	936	58.69	24256
60.445	-16	64.296	-324	59.807	1000	58.717	24287
60.475	-4	64.32	-316	59.841	876	58.77	24340
60.504	-16	64.347	-308	59.869	868	58.788	24365
60.535	-4	64.362	-220	59.901	904	58.823	24394
60.565	68	64.37	-240	59.935	908	58.852	24425
60.588	24	64.378	-260	59.985	728	58.885	24453
60.617	0	64.383	-264	60.005	716	58.916	24490
60.672	-80	64.388	-248	60.037	772	58.936	24519
60.703	-72	64.412	-252	60.068	868	58.973	24543
60.732	-40	64.436	-320	60.088	956	58.992	24568
60.787	0	64.464	-284	60.119	1020	59.049	24621
60.811	12	64.495	-220	60.159	1048	59.083	24652
60.838	40	64.529	-240	60.226	804	59.116	24680
60.867	36	64.553	-280	60.252	756	59.133	24704
60.89	28	64.58	-280	60.275	844	59.153	24729
61.044	40	64.604	-296	60.31	940	59.2	24763
61.093	64	64.631	-296	60.349	1020	59.216	24788
61.106	64	64.65	-316	60.388	1040	59.237	24813
61.123	100	64.681	-316	60.418	1132	59.267	24842
61.145	136	64.712	-272	60.44	1064	59.299	24872
61.157	132	64.745	-296	60.472	1084	59.334	24901
61.16	128	64.796	-292	60.534	1200	59.352	24925
61.171	64	64.82	-272	60.585	1316	59.366	24949
61.19	44	64.848	-296	60.64	1040	59.399	24974
61.218	44	64.878	-316	60.723	836	59.435	25003
61.244	40	64.902	-328	60.752	900	59.499	25063
61.298	40	64.932	-380	60.784	952	59.532	25092
61.326	28	64.964	-340	60.803	952	59.556	25117
61.356	20	64.995	-308	60.833	924	59.582	25146
61.387	28	65.019	-276	60.859	876	59.621	25194
61.407	32	65.046	-252	60.886	888	59.664	25248
61.434	32	65.07	-220	60.911	976	60.181	25743
61.46	28	65.101	-212	60.94	972	60.258	25827
61.488	28	65.127	-180	60.959	916	60.317	25881
61.553	16	65.159	-208	61.024	904	60.337	25911
61.584	16	65.181	-240	61.051	972	60.38	25940
61.605	-12	65.233	-276	61.075	1048	60.398	25964
61.635	-12	65.262	-284	61.103	1000	60.45	26013
61.658	-12	65.295	-288	61.134	972	60.481	26042
61.685	-12	65.313	-320	61.157	1052	60.509	26078
61.707	-4	65.345	-308	61.187	1096	60.547	26107
61.74	0	65.366	-324	61.216	1140	60.57	26131
61.768	-12	65.394	-364	61.238	1288	60.599	26156
61.794	-12	65.418	-344	61.267	1328	60.624	26185
61.818	-16	65.448	-304	61.288	1388	60.674	26233
61.872	-12	65.498	-284	61.325	1460	60.765	26323
61.902	-16	65.528	-300	61.353	1380	60.79	26357
61.934	-20	65.561	-304	61.383	1224	60.815	26383
61.968	-20	65.586	-280	61.415	788	60.851	26412
62.002	-20	65.614	-280	61.437	704	60.87	26436
62.021	-28	65.644	-272	61.467	656	60.904	26461
62.051	-40	65.695	-256	61.484	700	60.932	26490
62.076	-36	65.714	-272	61.517	720	60.963	26519
62.101	-36	65.754	-264	61.55	756	60.984	26544
62.136	-24	65.78	-288	61.576	848	61.03	26597
62.159	-32	65.812	-296	61.601	932	61.073	26628
62.208	-36	65.844	-308	61.624	1012	61.097	26657
62.243	-64	65.865	-296	61.652	1036	61.157	26716
62.293	-48	65.894	-284	61.672	1032	61.18	26740
62.352	-20	65.916	-292	61.708	972	61.253	26818
62.383	-24	65.945	-296	61.738	1036	61.283	26842
62.484	-40	65.977	-300	61.919	1052	61.348	26902
62.543	-40	66.031	-284	61.943	1060	61.374	26932
62.573	-36	66.064	-292	61.969	1100	61.398	26961
62.605	-32	66.087	-280	61.984	996	61.43	26985
62.634	-44	66.111	-280	61.992	956	61.481	27034
62.658	-44	66.145	-284	62.001	948	61.514	27063
63.366	-24	66.168	-276	62.005	960	61.536	27094
63.428	-24	66.198	-272	62.015	920	61.566	27122
63.452	-20	66.277	-340	62.035	924	61.602	27158
63.473	-16	66.302	-364	62.066	928	61.651	27206
63.5	-24	66.33	-380	62.123	928	61.68	27230
63.533	-84	66.36	-368	62.154	960	61.705	27255
63.597	-28	66.419	-336	62.182	984	61.733	27284
63.621	-16	66.493	-360	62.206	984	61.763	27313
63.649	-8	66.511	-316	62.233	1036	61.786	27343
63.672	-56	66.547	-348	62.258	1048	61.898	27451
63.7	-68	66.583	-332	62.282	1024	61.919	27475
63.724	-80	66.614	-336	62.307	976	61.947	27506
63.812	-100	66.637	-360	62.339	916	61.981	27534
63.849	-80	66.663	-400	62.37	940	62.016	27583
63.9	-68	66.694	-420	62.391	948	62.057	27612
63.953	-84	66.745	-388	62.481	996	62.084	27636
63.983	-88	66.862	-324	62.503	1012	62.115	27666
64.007	-108	66.884	-344	62.565	1104	62.147	27696
64.034	-160	66.914	-364	62.591	1112	62.155	27726
64.066	-176	66.937	-392	62.62	992	62.203	27755
64.086	-180	66.967	-428	62.65	916	62.22	27779
64.117	-172	66.997	-448	62.672	872	62.25	27803
64.149	-176	67.045	-444	62.699	876	62.268	27828
64.181	-168	67.078	-352	62.732	904	62.315	27857
64.206	-136	67.109	-324	62.754	876	62.321	27881
64.232	-116	67.13	-324	62.783	888	62.348	27912
64.333	-100	67.159	-344	62.825	972	62.397	27946
64.357	-48	67.182	-352	62.865	984	62.418	27971
64.392	12	67.213	-364	62.891	968	62.471	28024
64.424	4	67.267	-356	62.917	936	62.498	28048
64.453	36	67.297	-336	62.939	932	62.531	28073
64.481	64	67.328	-316	62.969	960	62.581	28132
64.502	128	67.411	-324	63	996	62.615	28161
64.525	96	67.493	-284	63.017	1104	62.631	28185
64.565	44	67.519	-264	63.048	1060	62.696	28245
64.586	96	67.567	-280	63.075	1024	62.717	28269
64.615	76	67.659	-344	63.088	1004	62.747	28293
64.649	92	67.682	-348	63.125	1024	62.801	28352
64.675	32	67.713	-400	63.153	1004	62.83	28377
64.699	84	67.765	-408	63.185	988	62.855	28406
64.724	104	67.825	-380	63.215	1000	62.906	28460
64.755	24	67.85	-376	63.24	996	62.934	28485
64.782	-12	67.884	-392	63.267	1012	62.962	28514
64.807	-12	67.909	-412	63.317	968	62.997	28544
64.836	-12	67.964	-448	63.341	988	63.023	28573
64.866	12	68.025	-492	63.384	964	63.05	28597
64.883	8	68.077	-500	63.407	968	63.081	28622
64.947	76	68.109	-500	63.435	952	63.106	28651
64.975	104	68.132	-496	63.467	976	63.151	28699
65.032	28	68.226	-476	63.497	988	63.186	28735
65.053	-4	68.251	-464	63.518	980	63.215	28765
65.106	80	68.276	-444	63.549	984	63.251	28794
65.132	16	68.299	-400	63.569	976	63.296	28842
65.158	84	68.329	-368	63.6	1100	63.319	28867
65.19	0	68.359	-332	63.631	1048	63.346	28896
65.25	168	68.413	-392	63.664	928	63.379	28927
65.281	188	68.444	-420	63.691	844	63.472	28955
65.299	260	68.475	-408	63.716	844	63.59	29010
65.323	264	68.499	-408	63.734	984	63.615	29039
65.352	248	68.518	-432	63.767	1048	63.637	29063
65.406	108	68.546	-480	63.831	1180	63.651	29112
65.441	128	68.578	-488	63.903	880	63.656	29141
65.469	36	68.609	-492	63.932	976	63.665	29171
65.498	32	68.634	-484	63.988	892	63.67	29200
65.52	36	68.661	-480	64.014	876	63.679	29224
65.547	12	68.691	-504	64.065	1024	63.732	29279
65.582	-44	68.747	-480	64.085	956	63.754	29308
65.603	-68	68.792	-468	64.215	1004	63.795	29339
65.631	-92	68.825	-444	64.266	808	63.828	29367
65.658	-136	68.851	-416	64.318	1184	63.849	29391
65.685	-112	68.881	-400	64.455	836	63.879	29416
65.745	-24	68.911	-416	64.486	868	63.902	29445
65.768	-16	68.94	-412	64.513	844	63.929	29469
65.798	0	68.974	-408	64.565	928	63.947	29493
65.82	-16	68.995	-412	64.598	1076	63.981	29523
65.85	-28	69.024	-416	64.624	1016	64.012	29553
65.88	-156	69.049	-428	64.647	920	64.038	29583
65.904	-208	69.076	-424	64.667	876	64.085	29636
65.931	-196	69.15	-388	64.701	872	64.146	29690
65.954	-120	69.174	-388	64.732	872	64.196	29744
65.983	-148	69.205	-360	64.763	888	64.23	29773
66.048	-244	69.378	-404	64.784	900	64.261	29804
66.071	-216	69.404	-396	64.814	928	64.289	29833
66.099	-132	69.434	-404	64.897	1004	64.315	29857
66.123	60	69.454	-440	64.93	1000	64.345	29881
66.155	100	69.468	-444	64.952	984	64.372	29906
66.182	100	69.479	-420	64.972	980	64.398	29935
66.201	52	69.482	-328	65.003	928	64.427	29965
66.234	16	69.491	-324	65.037	936	64.451	29994
66.265	88	69.541	-284	65.057	972	64.47	30018
66.298	100	69.592	-248	65.081	992	64.529	30072
66.347	88	69.613	-236	65.121	952	64.563	30096
66.368	-12	69.643	-228	65.15	948	64.612	30151
66.43	-68	69.675	-204	65.197	876	64.637	30179
66.455	20	69.709	-204	65.219	952	64.685	30227
66.625	80	69.761	-168	65.254	968	64.747	30281
66.635	200	69.793	-168	65.284	980	64.761	30310
66.66	204	69.824	-148	65.314	968	64.829	30365
66.685	176	69.847	-156	65.339	1004	64.853	30395
66.707	140	69.909	-84	65.416	992	64.883	30424
66.72	148	69.932	-68	65.452	944	64.934	30472
66.734	120	70.01	-152	65.479	892	64.985	30526
66.739	124	70.042	-348	65.513	876	65.013	30557
66.753	144	70.076	-448	65.536	864	65.051	30591
66.781	164	70.096	-408	65.564	884	65.08	30615
66.813	152	70.114	-300	65.59	888	65.102	30640
66.843	100	70.141	-164	65.62	896	65.135	30669
66.872	108	70.165	8	65.65	916	65.162	30693
66.899	136	70.196	-24	65.704	1060	65.187	30717
66.93	168	70.226	4	65.734	1052	65.214	30747
66.95	160	70.257	96	65.764	1048	65.238	30776
66.98	180	70.288	120	65.85	940	65.267	30807
67.03	224	70.315	20	65.88	1008	65.297	30842
67.056	204	70.343	-28	65.899	1036	65.329	30867
67.087	220	70.381	60	65.93	1000	65.362	30896
67.116	204	70.411	196	65.964	904	65.382	30920
67.14	204	70.441	252	65.983	836	65.402	30945
67.165	180	70.474	76	66.045	828	65.435	30974
67.195	188	70.507	120	66.07	844	65.462	31004
67.22	212	70.527	40	66.1	844	65.496	31033
67.249	252	70.558	-40	66.13	840	65.577	31111
67.28	264	70.591	-8	66.147	852	65.597	31135
67.313	264	70.608	64	66.172	924	65.62	31165
67.338	276	70.673	-28	66.204	948	65.661	31194
67.367	276	70.706	104	66.234	920	65.681	31224
67.396	272	70.729	48	66.264	928	65.734	31278
67.416	192	70.749	-72	66.288	920	65.76	31302
67.447	160	70.781	-76	66.316	976	65.836	31386
67.472	152	70.84	156	66.33	1020	65.902	31445
67.499	132	70.89	-116	66.379	1040	65.933	31469
67.53	148	70.956	-108	66.388	1020	65.987	31523
67.548	152	70.976	-120	66.419	956	65.999	31547
67.578	104	71.025	88	66.449	896	66.035	31578
67.604	96	71.056	144	66.48	844	66.061	31606
67.635	76	71.089	204	66.512	884	66.085	31636
67.663	80	71.124	220	66.538	928	66.127	31666
67.686	88	71.144	196	66.564	920	66.16	31690
67.714	108	71.173	24	66.596	924	66.181	31714
67.734	136	71.199	-68	66.622	912	66.232	31768
67.764	152	71.225	-76	66.649	908	66.265	31798
67.797	160	71.257	48	66.68	936	66.294	31827
67.846	176	71.28	72	66.702	948	66.314	31851
67.872	200	71.312	36	66.716	944	66.335	31875
67.903	208	71.374	36	66.779	948	66.378	31905
67.932	184	71.426	52	67.007	904	66.401	31929
67.964	168	71.448	40	67.039	964	66.428	31953
67.984	144	71.48	84	67.063	992	66.452	31984
68.014	84	71.509	84	67.08	1064	66.48	32012
68.034	88	71.532	-16	67.091	996	66.502	32043
68.1	104	71.558	144	67.1	916	66.563	32096
68.129	112	71.589	60	67.104	812	66.595	32120
68.152	92	71.643	-364	67.114	928	66.62	32145
68.184	92	71.673	-668	67.132	928	66.643	32180
68.213	84	71.706	-716	67.168	928	66.676	32210
68.237	80	71.73	-644	67.187	964	66.71	32239
68.263	100	71.781	-680	67.245	1008	66.728	32263
68.287	116	71.809	-276	67.27	940	66.748	32288
68.317	140	71.839	-128	67.3	896	66.793	32317
68.346	172	71.892	-48	67.332	848	66.816	32341
68.38	220	71.924	-20	67.346	772	66.864	32396
68.414	220	71.976	-112	67.419	752	66.927	32460
68.433	184	72.006	-168	67.448	864	66.959	32484
68.484	68	72.026	-260	67.48	900	66.984	32508
68.513	64	72.056	-308	67.496	740	67.01	32533
68.547	104	72.09	-304	67.534	652	67.06	32592
68.569	148	72.115	-372	67.563	548	67.084	32621
68.621	248	72.14	-484	67.582	476	67.127	32651
68.648	260	72.176	-404	67.596	416	67.18	32710
68.679	244	72.206	-488	67.666	756	67.209	32736
68.708	196	72.224	-340	67.699	1100	67.23	32765
68.736	176	72.285	-472	67.722	1244	67.261	32795
68.765	160	72.343	-176	67.747	1336	67.293	32824
68.793	180	72.488	-464	67.764	1452	67.325	32854
68.838	180	72.522	-252	67.798	1488	67.376	32908
68.929	88	72.571	364	67.829	1492	67.403	32932
68.962	72	72.592	52	67.853	1196	67.473	33016
68.982	100	72.624	-424	67.882	1072	67.518	33046
69.012	120	72.655	-372	67.912	1156	67.546	33075
69.037	212	72.709	-760	67.946	1212	67.566	33099
69.063	268	72.741	-332	67.968	1248	67.597	33124
69.093	316	72.764	116	67.986	1296	67.628	33153
69.119	276	72.793	292	68.012	1208	67.711	33242
69.179	160	72.823	564	68.044	1264	67.742	33267
69.204	132	72.845	404	68.069	1248	67.769	33296
69.231	112	72.872	-156	68.099	744	67.797	33320
69.262	104	72.894	-228	68.131	1124	67.814	33344
69.282	104	72.925	-164	68.194	1124	67.843	33369
69.313	108	72.955	164	68.215	760	67.876	33398
69.346	160	72.988	184	68.298	1496	67.901	33429
69.367	200	73.012	192	68.329	912	67.931	33457
69.419	172	73.04	280	68.362	872	67.959	33481
69.45	176	73.064	796	68.378	1060	67.985	33511
69.478	212	73.089	592	68.411	1044	67.999	33536
69.501	232	73.122	504	68.464	652	68.046	33565
69.529	264	73.155	560	68.518	924	68.06	33589
69.562	280	73.172	680	68.544	788	68.093	33620
69.612	276	73.205	560	68.58	1032	68.118	33648
69.637	276	73.258	512	68.603	1044	68.149	33679
69.669	264	73.288	788	68.626	1008	68.178	33708
69.696	288	73.315	664	68.651	904	68.209	33732
69.728	324	73.346	496	68.68	692	68.232	33757
69.761	312	73.376	472	68.715	1192	68.266	33786
69.782	300	73.406	928	68.748	1544	68.293	33810
69.804	308	73.431	884	68.776	1696	68.317	33841
69.842	312	73.457	764	68.8	1776	68.346	33869
69.865	304	73.512	512	68.828	1564	68.375	33893
69.913	252	73.54	676	68.911	1044	68.384	33918
69.944	220	73.572	612	68.945	1040	68.447	33971
69.978	140	73.596	448	68.968	1016	68.673	34090
70.001	116	73.622	372	68.999	972	68.728	34138
